ListPosition,DocMgmtId,URL,HTTP,Result,SavedFile,OriginalName,DocDate,Bytes,SHA256,Error
235,4396568221413786777,https://mienviro.michigan.gov/ncore/downloadpdf/4396568221413786777,200,VERIFIED_IDENTICAL,0235_2018-01-30_WQBELBiologistFactSheet_MI0020257_1-30-2018.pdf,WQBELBiologistFactSheet_MI0020257_1-30-2018.pdf,2018-01-30,281388,49e091247101fd2685e47cf3f31e45318d68939df2a399f9d57dc9264cfc1538,
236,9173363052273315993,https://mienviro.michigan.gov/ncore/downloadpdf/9173363052273315993,200,VERIFIED_IDENTICAL,0236_2018-01-30_WQBELBiologistReview_MI0020257_1-30-2018.pdf,WQBELBiologistReview_MI0020257_1-30-2018.doc,2018-01-30,74667,c041f2300a6d1b1509a8a4ed2de55c387c5bf561e4703844dd0232429d5adbc0,
237,-7195529521434838094,https://mienviro.michigan.gov/ncore/downloadpdf/-7195529521434838094,200,VERIFIED_IDENTICAL,0237_2018-02-14_Cadillac WWTP Ammonia Method 021418 email.pdf,Cadillac WWTP Ammonia Method 021418 email.msg,2018-02-14,111074,2c0739b418781463b88472301c78cfdc32ac3cb6b8e980caa05511b475a7dd87,
238,-1122778753452821851,https://mienviro.michigan.gov/ncore/downloadpdf/-1122778753452821851,200,VERIFIED_IDENTICAL,0238_2018-02-19_DMR Daily - MI0020257 _01_01_2018_to_01_31_2018_V1.pdf,DMR Daily - MI0020257 _01_01_2018_to_01_31_2018_V1.docx,2018-02-19,124617,74bfdac75f6fd1d93e9cc4464ecb2d2d148ec43c17900e14fb9b9ebda8c7fd22,
239,9121072629286172709,https://mienviro.michigan.gov/ncore/downloadpdf/9121072629286172709,200,VERIFIED_IDENTICAL,0239_2018-02-19_DMR Summary - MI0020257 _01_01_2018_to_01_31_2018_V1.pdf,DMR Summary - MI0020257 _01_01_2018_to_01_31_2018_V1.docx,2018-02-19,105496,67a28d0beffb188d5c25dd041766d3c10e088c704582a0eef3646fafacf2c898,
240,1950215384933042828,https://mienviro.michigan.gov/ncore/downloadpdf/1950215384933042828,200,VERIFIED_IDENTICAL,0240_2018-03-01_MI0020257 PFAS-IPP Letter 2-20-2018.pdf,MI0020257 PFAS-IPP Letter 2-20-2018.pdf,2018-03-01,359934,7a058f9c19d3ee00ec85257408e6fc1360fdffa9ef8d29828bca2394526e66a1,
241,-2361783230760937000,https://mienviro.michigan.gov/ncore/downloadpdf/-2361783230760937000,200,VERIFIED_IDENTICAL,0241_2018-03-15_Cadillac WWTP Ammonia Method 031518 email.pdf,Cadillac WWTP Ammonia Method 031518 email.msg,2018-03-15,105588,f443f7d3ef660cf929fb4f06c7783c717528b9a4beead1ae0f41f420cba2eacd,
242,-6162908203363123759,https://mienviro.michigan.gov/ncore/downloadpdf/-6162908203363123759,200,VERIFIED_IDENTICAL,0242_2018-03-16_AlternateTestMethod-Ammonia_MI0020257_3-2-2018.pdf,AlternateTestMethod-Ammonia_MI0020257_3-2-2018.msg,2018-03-16,89632,db1371f3e1f401f6dd20bfeadb7cbb70c825b842082df0bf29f28c32f7ff6bf2,
243,8672164108555213315,https://mienviro.michigan.gov/ncore/downloadpdf/8672164108555213315,200,VERIFIED_IDENTICAL,0243_2018-03-19_DMR Daily - MI0020257 _02_01_2018_to_02_28_2018_V1.pdf,DMR Daily - MI0020257 _02_01_2018_to_02_28_2018_V1.docx,2018-03-19,119743,117946b26a438fdc96dc6cdb1ab7f66a1aa142d9708fd72d0abbcb7ca0a1f3d2,
244,-6076810724525433677,https://mienviro.michigan.gov/ncore/downloadpdf/-6076810724525433677,200,VERIFIED_IDENTICAL,0244_2018-03-19_DMR Summary - MI0020257 _02_01_2018_to_02_28_2018_V1.pdf,DMR Summary - MI0020257 _02_01_2018_to_02_28_2018_V1.docx,2018-03-19,105779,0149c9028894bbcf2b870b7e09ed91a63e98cff94cc9a47f1cca2975767345c2,
245,-6666933816233107755,https://mienviro.michigan.gov/ncore/downloadpdf/-6666933816233107755,200,VERIFIED_IDENTICAL,0245_2018-03-28_HNB-J69X-W1FHA V1.pdf,HNB-J69X-W1FHA V1.pdf v1,2018-03-28,288966,120dbeb59d521dfe4b204dc7473c6d58b6c250fe77a1c0925ce1475cdc2ebbee,
246,-3545021326186909476,https://mienviro.michigan.gov/ncore/downloadpdf/-3545021326186909476,200,VERIFIED_IDENTICAL,0246_2018-03-28_Notice of SNC.pdf,Notice of SNC.jpg v1,2018-03-28,90896,99a3b1774a761b68a37c5536c0f304f3711c8fdc2792d22d6a50fd845becfefb,
247,-6012504194437617428,https://mienviro.michigan.gov/ncore/downloadpdf/-6012504194437617428,200,VERIFIED_IDENTICAL,0247_2018-03-28_POTW_Monitoring_Data_Summary.pdf,POTW_Monitoring_Data_Summary.xlsx v1,2018-03-28,73449,f19a204ea65ec5f6be8b3535729f369ea7d6ebc115224680615a89667b78c923,
248,-2139264245510326741,https://mienviro.michigan.gov/ncore/downloadpdf/-2139264245510326741,200,VERIFIED_IDENTICAL,0248_2018-03-28_POTW_Oversight_Table.pdf,POTW_Oversight_Table.xlsx v1,2018-03-28,48518,4d20ff2cea097b75992e4e5cb2a8ed159e482c0867ad1d5b93ba7d7749a34002,
249,4593201925321274393,https://mienviro.michigan.gov/ncore/downloadpdf/4593201925321274393,200,VERIFIED_IDENTICAL,0249_2018-03-28_SIU-CIU_List.pdf,SIU-CIU_List.xlsx v1,2018-03-28,48997,95a00ade695b98a74eb499dcb17d4e44dba27f6634d6099f145a18eb314c639c,
250,-8199773167501560754,https://mienviro.michigan.gov/ncore/downloadpdf/-8199773167501560754,200,VERIFIED_IDENTICAL,0250_2018-04-13_DMR Daily - MI0020257 _03_01_2018_to_03_31_2018_V1.pdf,DMR Daily - MI0020257 _03_01_2018_to_03_31_2018_V1.docx,2018-04-13,124335,71e5111230fbadd68edcebd8af587bb42f0a9739d14031d215c2ac462aa0775f,
251,-6721065085631102069,https://mienviro.michigan.gov/ncore/downloadpdf/-6721065085631102069,200,VERIFIED_IDENTICAL,0251_2018-04-13_DMR Summary - MI0020257 _03_01_2018_to_03_31_2018_V1.pdf,DMR Summary - MI0020257 _03_01_2018_to_03_31_2018_V1.docx,2018-04-13,105476,42645afc46de5c5aa00ddc428763e1897d4c743c03227e6287e24155746e615c,
252,4841671392581047597,https://mienviro.michigan.gov/ncore/downloadpdf/4841671392581047597,200,VERIFIED_IDENTICAL,0252_2018-04-17_Cadillac WWTP Fecal Method email 041718.pdf,Cadillac WWTP Fecal Method email 041718.msg,2018-04-17,66085,76139a11277a608d2c2e959f07e324d9666ee78f21ca19f661125af9fa8d4973,
253,1922698188754231116,https://mienviro.michigan.gov/ncore/downloadpdf/1922698188754231116,200,VERIFIED_IDENTICAL,0253_2018-04-18_PFAS.pdf,PFAS.msg,2018-04-18,421851,f701e912ca3debda125082bdb71fef5b06533477c48ce17056cd18c55d6faacc,
254,3538327832857428719,https://mienviro.michigan.gov/ncore/downloadpdf/3538327832857428719,200,VERIFIED_IDENTICAL,0254_2018-04-19_RE_ PFAS.pdf,RE_ PFAS.msg,2018-04-19,407089,ae0709a82af7ca67f21653258b859828b03c71fc4d06c207a2d91a24639bcf8e,
255,-4662633947220908881,https://mienviro.michigan.gov/ncore/downloadpdf/-4662633947220908881,200,VERIFIED_IDENTICAL,0255_2018-05-07_Cadillac WWTP May CBOD Exceed 050718.pdf,Cadillac WWTP May CBOD Exceed 050718.msg,2018-05-07,40711,6126a13afdd6f3ad0f94e2e3e229e9cdcdeab5f248fb7d3dc2738f518898f58a,
256,9085707484366763135,https://mienviro.michigan.gov/ncore/downloadpdf/9085707484366763135,200,VERIFIED_IDENTICAL,0256_2018-05-08_Cadillac WWTP May CBOD Exceed 050818.pdf,Cadillac WWTP May CBOD Exceed 050818.msg,2018-05-08,41212,b321f38848869335b89119bbb776fa38380d9db8463142723717fc5f09cb9169,
257,-6061985621999773483,https://mienviro.michigan.gov/ncore/downloadpdf/-6061985621999773483,200,VERIFIED_IDENTICAL,0257_2018-05-08_EM-Hauling Info.pdf,EM-Hauling Info.msg,2018-05-08,1628096,f78183d826bf8b56009928a072b365e44c25c6d6ff3145d39a580bd95897a084,
258,4140922109563058919,https://mienviro.michigan.gov/ncore/downloadpdf/4140922109563058919,200,VERIFIED_IDENTICAL,0258_2018-05-08_IMG951506.pdf,IMG951506.jpg,2018-05-08,220940,c3457e14d4d07d72e08815f6e150e4c1619b826180c16079e794bd10696e334a,
259,-5157977368029054289,https://mienviro.michigan.gov/ncore/downloadpdf/-5157977368029054289,200,VERIFIED_IDENTICAL,0259_2018-05-08_IMG951507.pdf,IMG951507.jpg,2018-05-08,264703,8e589fa7b2086f1d4bab6afff8b48ab10a39d9b18878c64706e67fc4e5716f14,
260,-4934672298598036191,https://mienviro.michigan.gov/ncore/downloadpdf/-4934672298598036191,200,VERIFIED_IDENTICAL,0260_2018-05-08_IMG_0011-cas.pdf,IMG_0011-cas.JPG,2018-05-08,159037,5d11e689db073d014905014ec7585a89882e02f17987d8a40c260a02fe6c5934,
261,-4387202925376745449,https://mienviro.michigan.gov/ncore/downloadpdf/-4387202925376745449,200,VERIFIED_IDENTICAL,0261_2018-05-08_IMG_0012-cas.pdf,IMG_0012-cas.JPG,2018-05-08,155865,32a9d5883452c199cf7a155c15ded92a958fd207953b131d51e4a867e7ab5697,
262,-2399458598275382685,https://mienviro.michigan.gov/ncore/downloadpdf/-2399458598275382685,200,VERIFIED_IDENTICAL,0262_2018-05-08_IMG_0013-cas.pdf,IMG_0013-cas.JPG,2018-05-08,150044,97fa59a9f50fce93a1c62d3ba581970d7b0d0d200137edce7de723db484fc99b,
263,3366351575304018828,https://mienviro.michigan.gov/ncore/downloadpdf/3366351575304018828,200,VERIFIED_IDENTICAL,0263_2018-05-08_IMG_0014-cas.pdf,IMG_0014-cas.JPG,2018-05-08,130640,7039373977982011fceabc69090f4db9fc260760b6cf564afe303de2131eb3e4,
264,4102871430425855324,https://mienviro.michigan.gov/ncore/downloadpdf/4102871430425855324,200,VERIFIED_IDENTICAL,0264_2018-05-08_IMG_0015-cas.pdf,IMG_0015-cas.JPG,2018-05-08,141166,c4a32eb138676ca87d428dad49b64c212467ecf338034770f695da62ab10cb14,
265,1705061446773818631,https://mienviro.michigan.gov/ncore/downloadpdf/1705061446773818631,200,VERIFIED_IDENTICAL,0265_2018-05-08_IMG_0016-cas.pdf,IMG_0016-cas.JPG,2018-05-08,151263,e0e5e6de55a61365e5674437e947d79ebed418b5adc88b3e770b037c1935053b,
266,8003210494888166808,https://mienviro.michigan.gov/ncore/downloadpdf/8003210494888166808,200,VERIFIED_IDENTICAL,0266_2018-05-08_IMG_0017-cas.pdf,IMG_0017-cas.JPG,2018-05-08,162928,7ff390a44b10263f6bb43fbd6b465059562f0f13a2dd09ef94452085a30e25ce,
267,-5904639892816440015,https://mienviro.michigan.gov/ncore/downloadpdf/-5904639892816440015,200,VERIFIED_IDENTICAL,0267_2018-05-08_IMG_0018-cas.pdf,IMG_0018-cas.JPG,2018-05-08,168866,3d5c442b4d351fb2a75f5fce80517f4349dd7dbcc8a36e0aac85087b3b53401c,
268,8660571482855999230,https://mienviro.michigan.gov/ncore/downloadpdf/8660571482855999230,200,VERIFIED_IDENTICAL,0268_2018-05-08_IMG_0019-cas.pdf,IMG_0019-cas.JPG,2018-05-08,167561,88b562bd4225b9a5ebcaee890b6d2c248cca77759cc940e27f391d821f0bda0a,
269,1584946013011353055,https://mienviro.michigan.gov/ncore/downloadpdf/1584946013011353055,200,VERIFIED_IDENTICAL,0269_2018-05-08_IMG_0020-cas.pdf,IMG_0020-cas.JPG,2018-05-08,149428,53bcdf4f7cc59b5e782ef4996d7cbcacfa07639ebd3070db044b5a78bfcff542,
270,-4086204810433318992,https://mienviro.michigan.gov/ncore/downloadpdf/-4086204810433318992,200,VERIFIED_IDENTICAL,0270_2018-05-08_IMG_0021-cas.pdf,IMG_0021-cas.JPG,2018-05-08,150805,0effa35abae80417b7c0e35550460686d184f0b0e193902bc7993579e19905ca,
271,842608613722601915,https://mienviro.michigan.gov/ncore/downloadpdf/842608613722601915,200,VERIFIED_IDENTICAL,0271_2018-05-08_IMG_0022-cas.pdf,IMG_0022-cas.JPG,2018-05-08,163357,602c5ea5d79989262961e35a584f1e363498c8396312254ab81767ca86dc97b8,
272,6450893892153400972,https://mienviro.michigan.gov/ncore/downloadpdf/6450893892153400972,200,VERIFIED_IDENTICAL,0272_2018-05-08_IMG_0023-cas.pdf,IMG_0023-cas.JPG,2018-05-08,168700,58ea9a7d065a816dc9d2127c4945e74c1e24ca854930019b3abe290c7d08bf62,
273,-2399497788243427344,https://mienviro.michigan.gov/ncore/downloadpdf/-2399497788243427344,200,VERIFIED_IDENTICAL,0273_2018-05-08_IMG_0024-cas.pdf,IMG_0024-cas.JPG,2018-05-08,143913,6c4973121529ec08bfc32f4a3e52ef4d232928d26b91744e0436088f3dbbc249,
274,-5444929977877672875,https://mienviro.michigan.gov/ncore/downloadpdf/-5444929977877672875,200,VERIFIED_IDENTICAL,0274_2018-05-08_IMG_0025-cas.pdf,IMG_0025-cas.JPG,2018-05-08,101118,81f649f9dce143aad36896b7c657f458e276ee37251ea47f9aa2a230629237c4,
275,7088981037234495432,https://mienviro.michigan.gov/ncore/downloadpdf/7088981037234495432,200,VERIFIED_IDENTICAL,0275_2018-05-08_IMG_0026-cas.pdf,IMG_0026-cas.JPG,2018-05-08,101265,2905eba4031b43853a26bbfc354c83759cf9281988e20908194086640e9be921,
276,-28324926175105492,https://mienviro.michigan.gov/ncore/downloadpdf/-28324926175105492,200,VERIFIED_IDENTICAL,0276_2018-05-08_IMG_0027-cas.pdf,IMG_0027-cas.JPG,2018-05-08,139056,8184921bbfa0cff3549fa3e8fdbfcbbfe3aaffeb59d23e6cbe926265fad2e6de,
277,6747494849719470224,https://mienviro.michigan.gov/ncore/downloadpdf/6747494849719470224,200,VERIFIED_IDENTICAL,0277_2018-05-08_IMG_0028-cas.pdf,IMG_0028-cas.JPG,2018-05-08,129848,24afeab00ed248837d21e7c50f0456fde64bd69933f9ffccdfd0992573f241b2,
278,-3373831412953128423,https://mienviro.michigan.gov/ncore/downloadpdf/-3373831412953128423,200,VERIFIED_IDENTICAL,0278_2018-05-08_IMG_0029-cas.pdf,IMG_0029-cas.JPG,2018-05-08,129652,6112fd434938986f5bd2b57430ac4a726ebba9697173c7b6241c12d7949412b8,
279,3535436455339375991,https://mienviro.michigan.gov/ncore/downloadpdf/3535436455339375991,200,VERIFIED_IDENTICAL,0279_2018-05-08_IMG_0030-cas.pdf,IMG_0030-cas.JPG,2018-05-08,147489,2f87110fbb10899191d333f936dfc79d7e40ab7247e648a6e11c787ddd482269,
280,-8093064571610602919,https://mienviro.michigan.gov/ncore/downloadpdf/-8093064571610602919,200,VERIFIED_IDENTICAL,0280_2018-05-08_IMG_0031-cas.pdf,IMG_0031-cas.JPG,2018-05-08,145758,10014d860a59c0b1b9858619879da271dd4c72db4589cacf03d951e4ffd98107,
281,4273878836246250660,https://mienviro.michigan.gov/ncore/downloadpdf/4273878836246250660,200,VERIFIED_IDENTICAL,0281_2018-05-08_Pace Biosolids 3-28-2018 Sampling results.pdf,Pace Biosolids 3-28-2018 Sampling results.pdf,2018-05-08,986609,bb9d5bc3d13f0fb497e06dcb9eea1522ff918be4a955f81dd3847066e4661415,
282,-3670737727367029737,https://mienviro.michigan.gov/ncore/downloadpdf/-3670737727367029737,200,VERIFIED_IDENTICAL,0282_2018-05-09_Cadillac WWTP May CBOD Exceed 050918.pdf,Cadillac WWTP May CBOD Exceed 050918.msg,2018-05-09,41365,bc9387288799aab6b8394c5add8fe27e089842b571d6cca1e7781f1dff0cffbd,
283,8194633805971928943,https://mienviro.michigan.gov/ncore/downloadpdf/8194633805971928943,200,VERIFIED_IDENTICAL,0283_2018-05-15_Docs from WWTP.pdf,Docs from WWTP.pdf,2018-05-15,1140282,baec26cc87331a0de5493b2b214b89dde07a912d5d88e97f1589adbf670d4c64,
284,7845561818448436059,https://mienviro.michigan.gov/ncore/downloadpdf/7845561818448436059,200,VERIFIED_IDENTICAL,0284_2018-05-15_IMG_0032-cas.pdf,IMG_0032-cas.JPG,2018-05-15,56529,0e02d3e672f2b7639ae9db2d9e27fadc8c5c2b202a4ed0e1b10bcb65cff03eb5,
285,1278932597267227932,https://mienviro.michigan.gov/ncore/downloadpdf/1278932597267227932,200,VERIFIED_IDENTICAL,0285_2018-05-15_IMG_0033-cas.pdf,IMG_0033-cas.JPG,2018-05-15,74690,22990cf8a6705a4d081d8b134a4f52a69b2ae5ea7938f5fb914783a129769e64,
286,-8678962175045195900,https://mienviro.michigan.gov/ncore/downloadpdf/-8678962175045195900,200,VERIFIED_IDENTICAL,0286_2018-05-16_DMR Daily - MI0020257 _04_01_2018_to_04_30_2018_V1.pdf,DMR Daily - MI0020257 _04_01_2018_to_04_30_2018_V1.docx,2018-05-16,123817,8099902b52a96e5c7cef060c939baef6dd273250a6360e91c60a11ab6aaca078,
287,939677057579643182,https://mienviro.michigan.gov/ncore/downloadpdf/939677057579643182,200,VERIFIED_IDENTICAL,0287_2018-05-16_DMR Summary - MI0020257 _04_01_2018_to_04_30_2018_V1.pdf,DMR Summary - MI0020257 _04_01_2018_to_04_30_2018_V1.docx,2018-05-16,105467,dc425881421bb1383e7eee8d5835463708efef0a0c9a01e8cdd38086eb6c6002,
288,317370923758052594,https://mienviro.michigan.gov/ncore/downloadpdf/317370923758052594,200,VERIFIED_IDENTICAL,0288_2018-05-17_EM-Pathogen results.pdf,EM-Pathogen results.msg,2018-05-17,304739,68a866482177c2fddc838893bb36601828a7712f6ed5563352b2446632053844,
289,-2173118411864624684,https://mienviro.michigan.gov/ncore/downloadpdf/-2173118411864624684,200,VERIFIED_IDENTICAL,0289_2018-05-17_Spring 2018-Pathogen results.pdf,Spring 2018-Pathogen results.pdf,2018-05-17,179840,cb4bdb5ff6aa40744ac7c08197e2d8d8aa08b4d4bbbae82482bdba5a4645a23f,
290,-739906742778535660,https://mienviro.michigan.gov/ncore/downloadpdf/-739906742778535660,200,VERIFIED_IDENTICAL,0290_2018-05-18_Cadillac WWTP 2nd PFAS-IPP Mailing.pdf,Cadillac WWTP 2nd PFAS-IPP Mailing.pdf,2018-05-18,143259,e13fc785334ff3ae00fd36ed88c23332dbd56238910a92ffa498814c00c15acc,
291,-8954288284284844625,https://mienviro.michigan.gov/ncore/downloadpdf/-8954288284284844625,200,VERIFIED_IDENTICAL,0291_2018-05-21_April 2018-RJ02 Soils Test.pdf,April 2018-RJ02 Soils Test.pdf,2018-05-21,121896,560ee45564c8b47022695fb31bcb80f68d082cc52850528fce9b9134844fb5b7,
292,-766849109262881587,https://mienviro.michigan.gov/ncore/downloadpdf/-766849109262881587,200,VERIFIED_IDENTICAL,0292_2018-05-21_EM Tr-Land app rates and info.pdf,EM Tr-Land app rates and info.msg,2018-05-21,249750,93bbc2fe9472151a2f95af66c9ef99dfcc3f9d40616477da330adee977391c7f,
293,2280393261818424283,https://mienviro.michigan.gov/ncore/downloadpdf/2280393261818424283,200,VERIFIED_IDENTICAL,0293_2018-05-23_Cadillac WWTP_PFAS Extension Approval FINAL.pdf,Cadillac WWTP_PFAS Extension Approval FINAL.docx,2018-05-23,103851,57e36bcc9486ed5a74f6a72d1bd86d96d58efff263bf14e8d986d11cfcf6f9c6,
294,7087999755524318816,https://mienviro.michigan.gov/ncore/downloadpdf/7087999755524318816,200,VERIFIED_IDENTICAL,0294_2018-06-12_DMR Daily - MI0020257 _05_01_2018_to_05_31_2018_V1.pdf,DMR Daily - MI0020257 _05_01_2018_to_05_31_2018_V1.docx,2018-06-12,122888,c3f869604c6284399f2d39eb037eaceb0f48e0d2ccbb99f883d769f033e15df4,
295,-7282561946599079844,https://mienviro.michigan.gov/ncore/downloadpdf/-7282561946599079844,200,VERIFIED_IDENTICAL,0295_2018-06-12_DMR Summary - MI0020257 _05_01_2018_to_05_31_2018_V1.pdf,DMR Summary - MI0020257 _05_01_2018_to_05_31_2018_V1.docx,2018-06-12,109899,aedf7a3b2f4cef326dd4dafd902d38aa3e556bfcd78a66dcc091c55cadb0a1ff,
296,-8619958092011217786,https://mienviro.michigan.gov/ncore/downloadpdf/-8619958092011217786,200,VERIFIED_IDENTICAL,0296_2018-06-13_FW_ City of Cadillac Letter.pdf,FW_ City of Cadillac Letter.msg,2018-06-13,470342,fb95496408dbbe7267069734dbd403177aee900d13496721b4e9b0c4c9510504,
297,3628686366959490149,https://mienviro.michigan.gov/ncore/downloadpdf/3628686366959490149,200,VERIFIED_IDENTICAL,0297_2018-06-13_WQBEL Memo - Conventionals (WORD).pdf,WQBEL Memo - Conventionals (WORD).docx,2018-06-13,64604,cf9fd2af33d7efd9edd3870ce8bad4b7a239aec59f4768eb5370f5a9e6cd4ed5,
298,5107184373189296510,https://mienviro.michigan.gov/ncore/downloadpdf/5107184373189296510,200,VERIFIED_IDENTICAL,0298_2018-06-14_NPDES Permit-FINAL_Cadillac WWTP.pdf,NPDES Permit-FINAL_Cadillac WWTP.docx,2018-06-14,242034,9f01fe21418ab3c840b003f2834560b3fbc45edff80eb7baaf73b4fd7a921401,
299,-4108818268125140750,https://mienviro.michigan.gov/ncore/downloadpdf/-4108818268125140750,200,VERIFIED_IDENTICAL,0299_2018-06-15_Cadillac WWTP 2018 CSI Final Sampling Report 061518.pdf,Cadillac WWTP 2018 CSI Final Sampling Report 061518.msg,2018-06-15,131736,8ccde0a7d5d7ba5f773534ebeaa7dfed890e91f1744adb61d70350dd0f821318,
300,6364498015414189768,https://mienviro.michigan.gov/ncore/downloadpdf/6364498015414189768,200,VERIFIED_IDENTICAL,0300_2018-06-27_AAR Mobility Maps and Flow.pdf,AAR Mobility Maps and Flow.pdf,2018-06-27,340031,0fdcd80358546c03ff43eecf8de4afff01a7862b9728948d01f4f32049eb5b73,
301,8924536267863581754,https://mienviro.michigan.gov/ncore/downloadpdf/8924536267863581754,200,VERIFIED_IDENTICAL,0301_2018-07-20_DMR Daily - MI0020257 _06_01_2018_to_06_30_2018_V1.pdf,DMR Daily - MI0020257 _06_01_2018_to_06_30_2018_V1.docx,2018-07-20,122343,df01c847f819c57c013456db0d69d25af5974cbd6dd88310fd52d0f3b3c3d4e2,
302,937337554834513897,https://mienviro.michigan.gov/ncore/downloadpdf/937337554834513897,200,VERIFIED_IDENTICAL,0302_2018-07-20_DMR Summary - MI0020257 _06_01_2018_to_06_30_2018_V1.pdf,DMR Summary - MI0020257 _06_01_2018_to_06_30_2018_V1.docx,2018-07-20,102879,bd36ecb9b5bfa57037da44ead1a8bb2d95d5dc24e19cdd53202efd06887d6147,
303,7890631484964037993,https://mienviro.michigan.gov/ncore/downloadpdf/7890631484964037993,200,VERIFIED_IDENTICAL,0303_2018-07-26_Compliance Correspondence_Cadillac WWTP - Updated Narrative and Flow Diagram.pdf,Compliance Correspondence_Cadillac WWTP - Updated Narrative and Flow Diagram.msg,2018-07-26,260947,7374bc78179a45892a0478b69ca83763916bf0b704888b7d188d48cfc13500cd,
304,3843258762491556904,https://mienviro.michigan.gov/ncore/downloadpdf/3843258762491556904,200,VERIFIED_IDENTICAL,0304_2018-07-30_2018 IPP Screening - Monitoring Plan.180627modif.pdf,2018 IPP Screening - Monitoring Plan.180627modif.pdf v1,2018-07-30,76074,59ebe7478b18ff4565630a2c6ac2c37123fbe212ee88309a7c07f26b5e6bed60,
305,4911742624297732370,https://mienviro.michigan.gov/ncore/downloadpdf/4911742624297732370,200,VERIFIED_IDENTICAL,0305_2018-07-30_AAR PFAS Survey.pdf,AAR PFAS Survey.pdf v1,2018-07-30,390218,6006a1f4cb314cdbacdee13eb67403ce2e7a0b9f01c07a755edb05c501361582,
306,-7526274208066539815,https://mienviro.michigan.gov/ncore/downloadpdf/-7526274208066539815,200,VERIFIED_IDENTICAL,0306_2018-07-30_APS PFAS Screening.pdf,APS PFAS Screening.pdf v1,2018-07-30,1073011,6150935a50195c0b7cd51a4e7cfd3caccd1dec302ff978a9c71bdd86e0db5234,
307,5907977853460013045,https://mienviro.michigan.gov/ncore/downloadpdf/5907977853460013045,200,VERIFIED_IDENTICAL,0307_2018-07-30_American Waste PFAS Survey.pdf,American Waste PFAS Survey.pdf v1,2018-07-30,272313,aca419b24a35ce99ee82caae61906d54f44457c13274a7d4c63ae0dc8225eea8,
308,9098738459686432357,https://mienviro.michigan.gov/ncore/downloadpdf/9098738459686432357,200,VERIFIED_IDENTICAL,0308_2018-07-30_Arvco PFAS Survey.pdf,Arvco PFAS Survey.pdf v1,2018-07-30,162483,8b1eb1233c097f0a53685d12cf3d1eec18754349ff802c0487998985328a39b9,
309,63610395187544635,https://mienviro.michigan.gov/ncore/downloadpdf/63610395187544635,200,VERIFIED_IDENTICAL,0309_2018-07-30_Avon PFAS Survey.pdf,Avon PFAS Survey.pdf v1,2018-07-30,374437,657285696a073f18840c82b90edfdb1508c2db83430d067dede0dc7952160e80,
310,-2532227711322477530,https://mienviro.michigan.gov/ncore/downloadpdf/-2532227711322477530,200,VERIFIED_IDENTICAL,0310_2018-07-30_CCI PFAS Survey.pdf,CCI PFAS Survey.pdf v1,2018-07-30,1474729,8df2dd3809eb4434f103a11ba169f967dc876408c55f3c8ce017104a63885d28,
311,-5118843658505132177,https://mienviro.michigan.gov/ncore/downloadpdf/-5118843658505132177,200,VERIFIED_IDENTICAL,0311_2018-07-30_FIAMM PFAS Survey.pdf,FIAMM PFAS Survey.pdf v1,2018-07-30,337960,da3654230044de0209d67de08425735a2f33cd3f5651663824abe82c9ed2e58e,
312,-4128789177103566747,https://mienviro.michigan.gov/ncore/downloadpdf/-4128789177103566747,200,VERIFIED_IDENTICAL,0312_2018-07-30_HAVS PFAS Survey.pdf,HAVS PFAS Survey.docx v1,2018-07-30,88296,ad6871ee05f1b9f5d8579995eea1a1062f70cd60e2665a402b778ca33af1da65,
313,-2838228056125865720,https://mienviro.michigan.gov/ncore/downloadpdf/-2838228056125865720,200,VERIFIED_IDENTICAL,0313_2018-07-30_HNF-P7H3-DCN87 V1.pdf,HNF-P7H3-DCN87 V1.pdf v1,2018-07-30,53376,c84ac8484363839feb2f3923c72983c8b022805a633bbee6f91bbd2b80969a77,
314,-1446023942601055554,https://mienviro.michigan.gov/ncore/downloadpdf/-1446023942601055554,200,VERIFIED_IDENTICAL,0314_2018-07-30_Mich Rubber PFAS Survey.pdf,Mich Rubber PFAS Survey.pdf v1,2018-07-30,1290292,d49346f88b05ce7a5f0e5d759c7de3f750bc79d2827f05c6b97542453ce66bfe,
315,-6363618274501369148,https://mienviro.michigan.gov/ncore/downloadpdf/-6363618274501369148,200,VERIFIED_IDENTICAL,0315_2018-07-30_Mich Rubber Response.pdf,Mich Rubber Response.pdf v1,2018-07-30,125367,ee731288aff7fba873f92e8a74f48ee90c2468ccbc9d0dfbe6f0a4c9355cd6ae,
316,-7794513103865681017,https://mienviro.michigan.gov/ncore/downloadpdf/-7794513103865681017,200,VERIFIED_IDENTICAL,0316_2018-07-30_Piranha PFAS Survey.pdf,Piranha PFAS Survey.pdf v1,2018-07-30,1331973,4557eb333865200c9aee1eddeb639d8ab62f2033700e563a118ac90cbad1f2d2,
317,3440402819179881000,https://mienviro.michigan.gov/ncore/downloadpdf/3440402819179881000,200,VERIFIED_IDENTICAL,0317_2018-07-30_Rec Boat PFAS Survey.pdf,Rec Boat PFAS Survey.pdf v1,2018-07-30,2930439,d5fd7e629de76b9aaa8cfa904b5cfde9e9c223e2d568294e08a09bf0e97f5ade,
