DocMgmtDocurl,DocMgmtDocName,DocMgmtDocDescr,DocMgmtCategory,DocMgmtDocRvcdCreatedDate,DocMgmtDocMgmtId,DocMgmtSourceprogramarea,DocMgmtSourcefunctionalarea,DocMgmtSourcenumber,DocMgmtSourcetype
"https://mienviro.michigan.gov/ncore/downloadpdf/-1522814933655192300",Cadillac WWTP PFAS Letter.msg,IPP PFAS Int and Summ Rpt Approval email,Industrial Pretreatment Program (IPP),"3/4/2019 12:00:00 AM",-1522814933655192300,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1
"https://mienviro.michigan.gov/ncore/downloadpdf/403570696290303528",Cadillac WWTP PFAS Interim and Summary Rpt Approval Letter.pdf,IPP PFAS Interim and Summary Rpt Approval Letter BIN 2,Industrial Pretreatment Program (IPP),"3/4/2019 12:00:00 AM",403570696290303528,WRD - NPDES,Application/Request,HNJ-P0ZX-8AVDS,Schedule - IPP PFAS Summary Report
"https://mienviro.michigan.gov/ncore/downloadpdf/6876433978433285649",Cadillac WWTP PFAS Letter.msg,IPP PFAS Int Summ Rpt App Email,Industrial Pretreatment Program (IPP),"3/4/2019 12:00:00 AM",6876433978433285649,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1
"https://mienviro.michigan.gov/ncore/downloadpdf/8004028571974457714",Cadillac WWTP PFAS Interim and Summary Rpt Approval Letter.pdf,IPP PFAS Interim and Summary Report Approval Letter BIN 2,Industrial Pretreatment Program (IPP),"3/4/2019 12:00:00 AM",8004028571974457714,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1
"https://mienviro.michigan.gov/ncore/downloadpdf/5112104207502533600",Cadillac WWTP PFAS Letter.msg,IPP PFAS Int and Summ Rpt Approval email,Industrial Pretreatment Program (IPP),"3/5/2019 12:00:00 AM",5112104207502533600,WRD - NPDES,Application/Request,HNJ-P0ZX-8AVDS,Schedule - IPP PFAS Summary Report
"https://mienviro.michigan.gov/ncore/downloadpdf/8924430461830557524",2019-10-16 CC-002274 Cadillac WWTP.pdf,,Industrial Pretreatment Program (IPP),"10/16/2019 12:00:00 AM",8924430461830557524,WRD - NPDES,Compliance Action,CC-002274,Compliance Communication
"https://mienviro.michigan.gov/ncore/downloadpdf/4764663275834837536",Cadillac WWTP MI0020257 IPP PFAS Dec 2019 Status.pdf,,Industrial Pretreatment Program (IPP),"12/6/2019 12:00:00 AM",4764663275834837536,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/-2594967681375761019",Cadillac WWTP 4th PFAS IPP Mailing.pdf,,Industrial Pretreatment Program (IPP),"10/7/2020 12:00:00 AM",-2594967681375761019,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/4001861427588441034",2020-10-22 VN-011108 Cadillac WWTP.pdf,,Industrial Pretreatment Program (IPP),"10/22/2020 12:00:00 AM",4001861427588441034,WRD - NPDES,Compliance Action,VN-011108,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/4946311325009739480",2020-11-25 RE_ EGLE WRD VN-011108 Cadillac WWTP.msg,Request for extension on response due date.,Industrial Pretreatment Program (IPP),"11/25/2020 12:00:00 AM",4946311325009739480,WRD - NPDES,Compliance Action,VN-011108,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/-895366165129511824",RE_ IPP Annual report.msg,Data required for the IPP annual report.,Industrial Pretreatment Program (IPP),"10/20/2021 12:00:00 AM",-895366165129511824,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/6499276414308014200",RE_ City of Cadillac .msg,Initial response to VN-012230.,Industrial Pretreatment Program (IPP),"10/25/2021 12:00:00 AM",6499276414308014200,WRD - NPDES,Compliance Action,VN-012230,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/5310011562451925486",RE_ December 2021 PFAS POTW Effluent Monitoring Report.msg,Email to Cadillac WWTP to revise submission of December 2021 PFAS POTW Effluent Monitoring Report,Industrial Pretreatment Program (IPP),"12/2/2021 12:00:00 AM",5310011562451925486,WRD - NPDES,Application/Request,HPD-MWSX-Y48BC,Schedule - PFAS POTW Effluent Monitoring Report
"https://mienviro.michigan.gov/ncore/downloadpdf/4323816041620336930",2022-04-14 MAHL Plan Review - Cadillac WWTP.pdf,,Industrial Pretreatment Program (IPP),"4/14/2022 12:00:00 AM",4323816041620336930,WRD - NPDES,Compliance Action,VN-012230,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/-7296880298012613526",05-02-22 Ltr to Clare Lowe - EGLE.PDF,,Industrial Pretreatment Program (IPP),"5/2/2022 12:00:00 AM",-7296880298012613526,WRD - NPDES,Application/Request,HPH-8HXC-J75GZ,Schedule - Submit Corrective Action Plan
"https://mienviro.michigan.gov/ncore/downloadpdf/7003016327677449564",FW_ City of Cadillac.msg,,Industrial Pretreatment Program (IPP),"5/2/2022 12:00:00 AM",7003016327677449564,WRD - NPDES,Application/Request,HPH-8HXC-J75GZ,Schedule - Submit Corrective Action Plan
"https://mienviro.michigan.gov/ncore/downloadpdf/5574496772239378194",2022-05-23 Follow-up to VN-012230 and VN-011108 - Cadillac WWTP.pdf,,Industrial Pretreatment Program (IPP),"5/23/2022 12:00:00 AM",5574496772239378194,WRD - NPDES,Compliance Action,VN-012230,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/-5376236809626939578",Cadillac Casting Meeting 11-22-22.docx,,Industrial Pretreatment Program (IPP),"11/22/2022 12:00:00 AM",-5376236809626939578,WRD - NPDES,Application/Request,HPP-2KMC-JBEZV,Schedule - Submit information as requested
"https://mienviro.michigan.gov/ncore/downloadpdf/-310938013515273317",Cadillac Casting Meeting 11-22-22.docx,Claire Lowe meeting notes with Cadillac Casting. Information updated on 11/30/22.,Industrial Pretreatment Program (IPP),"11/22/2022 12:00:00 AM",-310938013515273317,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/-4226573320530097253",RE_ Categorical determination meeting_phone call.msg,Follow up email to 11-22-22 meeting requesting facility flow diagram.,Industrial Pretreatment Program (IPP),"11/28/2022 12:00:00 AM",-4226573320530097253,WRD - NPDES,Application/Request,HPP-2KMC-JBEZV,Schedule - Submit information as requested
"https://mienviro.michigan.gov/ncore/downloadpdf/-4079014274836137113",PLANT SEWER LINES.pdf,Document submitted by Erik Olson of Cadillac Casting Inc. showing facility sewer lines.,Industrial Pretreatment Program (IPP),"11/30/2022 12:00:00 AM",-4079014274836137113,WRD - NPDES,Application/Request,HPP-2KMC-JBEZV,Schedule - Submit information as requested
"https://mienviro.michigan.gov/ncore/downloadpdf/8779469031468916456",2022-11-30RE_ Categorical determination _  CCI plant map with sewer drain lines.msg,Request for further information to Cadillac Casting regarding flow diagram.,Industrial Pretreatment Program (IPP),"11/30/2022 12:00:00 AM",8779469031468916456,WRD - NPDES,Application/Request,HPP-2KMC-JBEZV,Schedule - Submit information as requested
"https://mienviro.michigan.gov/ncore/downloadpdf/-6727498971597060316",PLANT SEWER LINES.pdf,Categorical determination for Cadillac Casting - Sewer Lines document,Industrial Pretreatment Program (IPP),"12/5/2022 12:00:00 AM",-6727498971597060316,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/-5544698014196752694",RE_ Categorical determination _  CCI plant map with sewer drain lines.msg,Revised CCI discharge diagram,Industrial Pretreatment Program (IPP),"12/5/2022 12:00:00 AM",-5544698014196752694,WRD - NPDES,Application/Request,HPP-2KMC-JBEZV,Schedule - Submit information as requested
"https://mienviro.michigan.gov/ncore/downloadpdf/-4629405798728367349",FW_ Categorical determination _  CCI plant map with sewer drain lines.msg,Categorical determination for Cadillac Casting request with Plant Sewer Lines attached.,Industrial Pretreatment Program (IPP),"12/5/2022 12:00:00 AM",-4629405798728367349,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/4932616064872093542",Cadillac WWTP Pretreatment MAHL.msg,"Correspondence with Jeff Dietlin, City of Cadillac DPW Director, regarding extension of response date for MAHL and IPP Program updates.",Industrial Pretreatment Program (IPP),"1/17/2023 12:00:00 AM",4932616064872093542,WRD - NPDES,Application/Request,HPQ-9V73-V8DQD,Schedule - Submit MAHL Report and Proposed Local Limits
"https://mienviro.michigan.gov/ncore/downloadpdf/2784982293074044526",2023-01-26FW_ Timeframe.msg,Proposed schedule for requested extension on response to IPP program updates.,Industrial Pretreatment Program (IPP),"1/26/2023 12:00:00 AM",2784982293074044526,WRD - NPDES,Application/Request,HPQ-9V73-V8DQD,Schedule - Submit MAHL Report and Proposed Local Limits
"https://mienviro.michigan.gov/ncore/downloadpdf/-2539768404401797754",2023-01-27 RE_ Timeframe.msg,Extension approval for MAHL/local limits and IPP Program updates.,Industrial Pretreatment Program (IPP),"1/27/2023 12:00:00 AM",-2539768404401797754,WRD - NPDES,Compliance Action,VN-012230,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/7397616175680015486",Categorical determination - Cadillac casting.msg,Categorical Determination info request from EGLE to Cadillac Casting,Industrial Pretreatment Program (IPP),"1/27/2023 12:00:00 AM",7397616175680015486,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/2291773997099292855",Categorical determination - Cadillac casting email chain discussing processes .msg,"Email chain w/requested information provided by Cadillac Casting, internal discussion followed regarding information",Industrial Pretreatment Program (IPP),"1/30/2023 12:00:00 AM",2291773997099292855,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/4930666656990348064",Categorical determination - Cadillac casting flow diagram.msg,Flow diagram plus email chain between EGLE and Cadillac Casting,Industrial Pretreatment Program (IPP),"2/24/2023 12:00:00 AM",4930666656990348064,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/5945261452330875896",2023-03-03-Cadillac Casting Categorical determination.docx,,Industrial Pretreatment Program (IPP),"3/3/2023 12:00:00 AM",5945261452330875896,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/6784107865186182958",2023-03-07 Categorical IU Assessment Request - Cadillac WWTP.pdf,,Industrial Pretreatment Program (IPP),"3/7/2023 12:00:00 AM",6784107865186182958,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/5848440851923005277",Cadillac IPP follow up.msg,Request for further extension on IPP submissions.,Industrial Pretreatment Program (IPP),"3/17/2023 12:00:00 AM",5848440851923005277,WRD - NPDES,Compliance Action,VN-012230,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/5689250136172512254",2023-03-21 RE_ Cadillac IPP follow up.msg,Extension request for IPP revisions.,Industrial Pretreatment Program (IPP),"3/21/2023 12:00:00 AM",5689250136172512254,WRD - NPDES,Compliance Action,VN-012230,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/6580583183333019148",2023-03-21 RE_ Cadillac IPP follow up.msg,Extension request approved.,Industrial Pretreatment Program (IPP),"3/21/2023 12:00:00 AM",6580583183333019148,WRD - NPDES,Compliance Action,VN-012230,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/4352999731468470130",2023-06-12 RE_ Cadillac IPP follow up.msg,POTW response - late submittal.,Industrial Pretreatment Program (IPP),"6/12/2023 12:00:00 AM",4352999731468470130,WRD - NPDES,Compliance Action,VN-012230,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/-1172770483702568257",IPP modification 812023.pdf,,Industrial Pretreatment Program (IPP),"8/1/2023 12:00:00 AM",-1172770483702568257,WRD - NPDES,Compliance Action,VN-012230,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/-4688409677041119888",854440 Cadillac MAHL Report 2023_comments_CLL.pdf,,Industrial Pretreatment Program (IPP),"10/2/2023 12:00:00 AM",-4688409677041119888,WRD - NPDES,Application/Request,HPV-DHMB-MCAGV,Schedule - Submit MAHL and proposed local limits
"https://mienviro.michigan.gov/ncore/downloadpdf/658827487378612350",2023-10-03 NPDES IPP Modification Submittal - Cadillac WWTP.pdf,,Industrial Pretreatment Program (IPP),"10/3/2023 12:00:00 AM",658827487378612350,WRD - NPDES,Application/Request,HPV-DHMB-MCAGV,Schedule - Submit MAHL and proposed local limits
"https://mienviro.michigan.gov/ncore/downloadpdf/-7911758323516852438",Cadillac WWTP IPP.msg,Reminder of missed submission date.,Industrial Pretreatment Program (IPP),"4/4/2024 12:00:00 AM",-7911758323516852438,WRD - NPDES,Compliance Action,VN-012230,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/-5361236644085330885",IPP Revision extension.msg,Extension of due date request.,Industrial Pretreatment Program (IPP),"4/4/2024 12:00:00 AM",-5361236644085330885,WRD - NPDES,Compliance Action,VN-012230,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/2761365522297909421",RE_ IPP Revision extension.msg,Extension approval.,Industrial Pretreatment Program (IPP),"4/4/2024 12:00:00 AM",2761365522297909421,WRD - NPDES,Compliance Action,VN-012230,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/-1920710798673030611",IPP Annual Report.msg,Comments on IPP Annual Report.,Industrial Pretreatment Program (IPP),"4/10/2024 12:00:00 AM",-1920710798673030611,WRD - NPDES,Application/Request,HQ2-3J17-F59S4,Schedule - Michigan Industrial Pretreatment Program (IPP) Annual Report
"https://mienviro.michigan.gov/ncore/downloadpdf/1975340473533412745",RE_ Time delay for IPP information.msg,"Extension request and approval for SUO, IPP manual, and revised IU permits.",Industrial Pretreatment Program (IPP),"5/30/2024 12:00:00 AM",1975340473533412745,WRD - NPDES,Compliance Action,VN-012230,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/-7872674955440036361",RE_ IPP Program Manual.msg,Extension request and approval for due date to submit the IPP program manual.,Industrial Pretreatment Program (IPP),"6/17/2024 12:00:00 AM",-7872674955440036361,WRD - NPDES,Compliance Action,VN-012230,Violation Notice
"https://mienviro.michigan.gov/ncore/downloadpdf/-369627156666323289",IU Permit notes.msg,Comments on IU permits version 2.,Industrial Pretreatment Program (IPP),"10/9/2024 12:00:00 AM",-369627156666323289,WRD - NPDES,Application/Request,HPV-DHMY-FDEJP,Schedule - Submit draft IU permits
"https://mienviro.michigan.gov/ncore/downloadpdf/5278388822824581116",RE_ Cadillac MAHL revisions.msg,IU Permit review comments/meeting notes - sent to Elaine Venema.,Industrial Pretreatment Program (IPP),"10/9/2024 12:00:00 AM",5278388822824581116,WRD - NPDES,Application/Request,HPV-DHMY-FDEJP,Schedule - Submit draft IU permits
